Processing Time for 2022/04/01/0000H:  1.218935489654541 seconds
Processing Time for 2022/11/13/0000H:  0.6414594650268555 seconds
Processing Time for 2022/11/13/0100H:  0.6947088241577148 seconds
Processing Time for 2022/11/13/0200H:  0.388155460357666 seconds
Processing Time for 2022/11/13/0300H:  0.3291890621185303 seconds
Processing Time for 2022/11/13/0400H:  0.28302884101867676 seconds
Processing Time for 2022/11/13/0500H:  2.532058000564575 seconds
Processing Time for 2022/11/13/0600H:  2.769493579864502 seconds
Processing Time for 2022/11/13/0700H:  7.501049757003784 seconds
Processing Time for 2022/11/13/0800H:  4.338751792907715 seconds
Processing Time for 2022/11/13/0900H:  18.374088048934937 seconds
Processing Time for 2022/11/13/1000H:  24.36137294769287 seconds
Processing Time for 2022/11/13/1100H:  12.338852882385254 seconds
Processing Time for 2022/11/13/1200H:  18.88930630683899 seconds
Processing Time for 2022/11/13/1300H:  6.004726409912109 seconds
Processing Time for 2022/11/13/1400H:  18.423702478408813 seconds
Processing Time for 2022/11/13/1500H:  9.535645961761475 seconds
Processing Time for 2022/11/13/1600H:  14.469420433044434 seconds
Processing Time for 2022/11/13/1700H:  9.918766260147095 seconds
Processing Time for 2022/11/13/1800H:  19.64344835281372 seconds
Processing Time for 2022/11/13/1900H:  20.63228988647461 seconds
Processing Time for 2022/11/13/2000H:  13.19339656829834 seconds
Processing Time for 2022/11/13/2100H:  4.597129821777344 seconds
Processing Time for 2022/11/13/2200H:  1.869600534439087 seconds
Processing Time for 2022/11/13/2300H:  1.2096550464630127 seconds
Processing Time for 2022/11/14/0000H:  0.8340702056884766 seconds
Processing Time for 2022/11/14/0100H:  0.6665060520172119 seconds
Processing Time for 2022/11/14/0200H:  0.6251111030578613 seconds
Processing Time for 2022/11/14/0300H:  0.28589510917663574 seconds
Processing Time for 2022/11/14/0400H:  0.43610072135925293 seconds
Processing Time for 2022/11/14/0500H:  2.8686811923980713 seconds
Processing Time for 2022/11/14/0600H:  2.955280303955078 seconds
Processing Time for 2022/11/14/0700H:  7.718234300613403 seconds
Processing Time for 2022/11/14/0800H:  5.10563588142395 seconds
Processing Time for 2022/11/14/0900H:  13.013236045837402 seconds
Processing Time for 2022/11/14/1000H:  15.434556245803833 seconds
Processing Time for 2022/11/14/1100H:  7.524982929229736 seconds
Processing Time for 2022/11/14/1200H:  11.287980556488037 seconds
Processing Time for 2022/11/14/1300H:  2.9874284267425537 seconds
Processing Time for 2022/11/14/1400H:  11.25653862953186 seconds
Processing Time for 2022/11/14/1500H:  8.410366773605347 seconds
Processing Time for 2022/11/14/1600H:  10.039929389953613 seconds
Processing Time for 2022/11/14/1700H:  10.784136772155762 seconds
Processing Time for 2022/11/14/1800H:  23.861567974090576 seconds
Processing Time for 2022/11/14/1900H:  28.41361713409424 seconds
Processing Time for 2022/11/14/2000H:  23.014694929122925 seconds
Processing Time for 2022/11/14/2100H:  16.739666223526 seconds
Processing Time for 2022/11/14/2200H:  8.130836486816406 seconds
Processing Time for 2022/11/14/2300H:  2.038177251815796 seconds
Processing Time for 2022/11/15/0000H:  1.831383466720581 seconds
Processing Time for 2022/11/15/0100H:  1.5133709907531738 seconds
Processing Time for 2022/11/15/0200H:  1.8826415538787842 seconds
Processing Time for 2022/11/15/0300H:  1.0119636058807373 seconds
Processing Time for 2022/11/15/0400H:  1.2876415252685547 seconds
Processing Time for 2022/11/15/0500H:  4.533167600631714 seconds
Processing Time for 2022/11/15/0600H:  6.028197526931763 seconds
Processing Time for 2022/11/15/0700H:  14.96006965637207 seconds
Processing Time for 2022/11/15/0800H:  10.178011655807495 seconds
Processing Time for 2022/11/15/0900H:  21.79413414001465 seconds
Processing Time for 2022/11/15/1000H:  19.889541625976562 seconds
Processing Time for 2022/11/15/1100H:  10.843451499938965 seconds
Processing Time for 2022/11/15/1200H:  12.658876419067383 seconds
Processing Time for 2022/11/15/1300H:  4.917376756668091 seconds
Processing Time for 2022/11/15/1400H:  11.487596988677979 seconds
Processing Time for 2022/11/15/1500H:  7.298321962356567 seconds
Processing Time for 2022/11/15/1600H:  9.632656335830688 seconds
Processing Time for 2022/11/15/1700H:  7.507849931716919 seconds
Processing Time for 2022/11/15/1800H:  11.96186351776123 seconds
Processing Time for 2022/11/15/1900H:  13.009986639022827 seconds
Processing Time for 2022/11/15/2000H:  10.027676820755005 seconds
Processing Time for 2022/11/15/2100H:  4.176290273666382 seconds
Processing Time for 2022/11/15/2200H:  3.2059385776519775 seconds
Processing Time for 2022/11/15/2300H:  0.7799522876739502 seconds
Processing Time for 2022/11/16/0000H:  0.5100107192993164 seconds
Processing Time for 2022/11/16/0100H:  0.4774038791656494 seconds
Processing Time for 2022/11/16/0200H:  0.3646087646484375 seconds
Processing Time for 2022/11/16/0300H:  0.1315145492553711 seconds
Processing Time for 2022/11/16/0400H:  0.35718703269958496 seconds
Processing Time for 2022/11/16/0500H:  2.424414873123169 seconds
Processing Time for 2022/11/16/0600H:  4.988907337188721 seconds
Processing Time for 2022/11/16/0700H:  14.166596174240112 seconds
Processing Time for 2022/11/16/0800H:  9.629435300827026 seconds
Processing Time for 2022/11/16/0900H:  24.21512198448181 seconds
Processing Time for 2022/11/16/1000H:  24.05614924430847 seconds
Processing Time for 2022/11/16/1100H:  12.051067113876343 seconds
Processing Time for 2022/11/16/1200H:  19.80459189414978 seconds
Processing Time for 2022/11/16/1300H:  5.192629337310791 seconds
Processing Time for 2022/11/16/1400H:  17.768182039260864 seconds
Processing Time for 2022/11/16/1500H:  9.2998046875 seconds
Processing Time for 2022/11/16/1600H:  15.23371934890747 seconds
Processing Time for 2022/11/16/1700H:  11.417011260986328 seconds
Processing Time for 2022/11/16/1800H:  14.738202333450317 seconds
Processing Time for 2022/11/16/1900H:  10.913663148880005 seconds
Processing Time for 2022/11/16/2000H:  10.258407592773438 seconds
Processing Time for 2022/11/16/2100H:  4.663502216339111 seconds
Processing Time for 2022/11/16/2200H:  3.5294833183288574 seconds
Processing Time for 2022/11/16/2300H:  0.630333662033081 seconds
Processing Time for 2022/11/17/0000H:  0.5124623775482178 seconds
Processing Time for 2022/11/17/0100H:  0.3577854633331299 seconds
Processing Time for 2022/11/17/0200H:  0.3565700054168701 seconds
Processing Time for 2022/11/17/0300H:  0.15786314010620117 seconds
Processing Time for 2022/11/17/0400H:  0.27497434616088867 seconds
Processing Time for 2022/11/17/0500H:  2.5736162662506104 seconds
Processing Time for 2022/11/17/0600H:  3.8851327896118164 seconds
Processing Time for 2022/11/17/0700H:  7.376444101333618 seconds
Processing Time for 2022/11/17/0800H:  4.4880993366241455 seconds
Processing Time for 2022/11/17/0900H:  12.697774171829224 seconds
Processing Time for 2022/11/17/1000H:  14.237217664718628 seconds
Processing Time for 2022/11/17/1100H:  7.786467552185059 seconds
Processing Time for 2022/11/17/1200H:  12.267862796783447 seconds
Processing Time for 2022/11/17/1300H:  4.184114217758179 seconds
Processing Time for 2022/11/17/1400H:  11.929343938827515 seconds
Processing Time for 2022/11/17/1500H:  9.701842546463013 seconds
Processing Time for 2022/11/17/1600H:  16.00614643096924 seconds
Processing Time for 2022/11/17/1700H:  11.351799726486206 seconds
Processing Time for 2022/11/17/1800H:  20.51248002052307 seconds
Processing Time for 2022/11/17/1900H:  20.491392612457275 seconds
Processing Time for 2022/11/17/2000H:  19.58533263206482 seconds
Processing Time for 2022/11/17/2100H:  8.846705198287964 seconds
Processing Time for 2022/11/17/2200H:  6.913694858551025 seconds
Processing Time for 2022/11/17/2300H:  1.252363681793213 seconds
Processing Time for 2022/11/18/0000H:  1.225254774093628 seconds
Processing Time for 2022/11/18/0100H:  1.246114730834961 seconds
Processing Time for 2022/11/18/0200H:  1.3867027759552002 seconds
Processing Time for 2022/11/18/0300H:  0.8453540802001953 seconds
Processing Time for 2022/11/18/0400H:  1.1145908832550049 seconds
Processing Time for 2022/11/18/0500H:  5.60867714881897 seconds
Processing Time for 2022/11/18/0600H:  6.079821586608887 seconds
Processing Time for 2022/11/18/0700H:  12.03175687789917 seconds
Processing Time for 2022/11/18/0800H:  7.9068684577941895 seconds
Processing Time for 2022/11/18/0900H:  23.678716897964478 seconds
Processing Time for 2022/11/18/1000H:  16.612371921539307 seconds
Processing Time for 2022/11/18/1100H:  8.03490662574768 seconds
Processing Time for 2022/11/18/1200H:  13.473948001861572 seconds
Processing Time for 2022/11/18/1300H:  5.085939645767212 seconds
Processing Time for 2022/11/18/1400H:  12.670060157775879 seconds
Processing Time for 2022/11/18/1500H:  6.247437238693237 seconds
Processing Time for 2022/11/18/1600H:  9.774491548538208 seconds
Processing Time for 2022/11/18/1700H:  6.926389932632446 seconds
Processing Time for 2022/11/18/1800H:  14.208141803741455 seconds
Processing Time for 2022/11/18/1900H:  12.672130584716797 seconds
Processing Time for 2022/11/18/2000H:  10.296468496322632 seconds
Processing Time for 2022/11/18/2100H:  5.213048934936523 seconds
Processing Time for 2022/11/18/2200H:  3.3292598724365234 seconds
Processing Time for 2022/11/18/2300H:  0.4862055778503418 seconds
Processing Time for 2022/11/19/0000H:  0.6487560272216797 seconds
Processing Time for 2022/11/19/0100H:  0.5884559154510498 seconds
Processing Time for 2022/11/19/0200H:  0.48334217071533203 seconds
Processing Time for 2022/11/19/0300H:  0.5598568916320801 seconds
Processing Time for 2022/11/19/0400H:  0.3623359203338623 seconds
Processing Time for 2022/11/19/0500H:  4.389064073562622 seconds
Processing Time for 2022/11/19/0600H:  3.957052230834961 seconds
Processing Time for 2022/11/19/0700H:  11.5717191696167 seconds
Processing Time for 2022/11/19/0800H:  9.84587574005127 seconds
Processing Time for 2022/11/19/0900H:  22.102619886398315 seconds
Processing Time for 2022/11/19/1000H:  26.250345468521118 seconds
Processing Time for 2022/11/19/1100H:  14.841681241989136 seconds
Processing Time for 2022/11/19/1200H:  21.26519751548767 seconds
Processing Time for 2022/11/19/1300H:  7.857099294662476 seconds
Processing Time for 2022/11/19/1400H:  18.55303144454956 seconds
Processing Time for 2022/11/19/1500H:  13.249081373214722 seconds
Processing Time for 2022/11/19/1600H:  17.495945930480957 seconds
Processing Time for 2022/11/19/1700H:  9.245747089385986 seconds
Processing Time for 2022/11/19/1800H:  10.977722406387329 seconds
Processing Time for 2022/11/19/1900H:  13.973377227783203 seconds
Processing Time for 2022/11/19/2000H:  11.890022277832031 seconds
Processing Time for 2022/11/19/2100H:  6.201436758041382 seconds
Processing Time for 2022/11/19/2200H:  3.885180711746216 seconds
Processing Time for 2022/11/19/2300H:  1.3510901927947998 seconds
Processing Time for 2022/11/20/0000H:  0.6134986877441406 seconds
Processing Time for 2022/11/20/0100H:  0.954615592956543 seconds
Processing Time for 2022/11/20/0200H:  0.7321081161499023 seconds
Processing Time for 2022/11/20/0300H:  0.654733419418335 seconds
Processing Time for 2022/11/20/0400H:  0.6464850902557373 seconds
Processing Time for 2022/11/20/0500H:  3.048696517944336 seconds
Processing Time for 2022/11/20/0600H:  2.968691110610962 seconds
Processing Time for 2022/11/20/0700H:  7.35159158706665 seconds
Processing Time for 2022/11/20/0800H:  4.573329210281372 seconds
Processing Time for 2022/11/20/0900H:  12.749403953552246 seconds
Processing Time for 2022/11/20/1000H:  15.655321836471558 seconds
Processing Time for 2022/11/20/1100H:  11.243093252182007 seconds
Processing Time for 2022/11/20/1200H:  16.42039704322815 seconds
Processing Time for 2022/11/20/1300H:  8.016549110412598 seconds
Processing Time for 2022/11/20/1400H:  20.079567670822144 seconds
Processing Time for 2022/11/20/1500H:  9.701194047927856 seconds
Processing Time for 2022/11/20/1600H:  16.050597429275513 seconds
Processing Time for 2022/11/20/1700H:  13.489681243896484 seconds
Processing Time for 2022/11/20/1800H:  19.946487426757812 seconds
Processing Time for 2022/11/20/1900H:  21.969464778900146 seconds
Processing Time for 2022/11/20/2000H:  18.229795455932617 seconds
Processing Time for 2022/11/20/2100H:  9.187589168548584 seconds
Processing Time for 2022/11/20/2200H:  3.0520870685577393 seconds
Processing Time for 2022/11/20/2300H:  1.4916777610778809 seconds
Processing Time for 2022/11/21/0000H:  0.6551072597503662 seconds
Processing Time for 2022/11/21/0100H:  0.7679958343505859 seconds
Processing Time for 2022/11/21/0200H:  1.1303398609161377 seconds
Processing Time for 2022/11/21/0300H:  0.9257392883300781 seconds
Processing Time for 2022/11/21/0400H:  1.1918046474456787 seconds
Processing Time for 2022/11/21/0500H:  4.697360038757324 seconds
Processing Time for 2022/11/21/0600H:  4.398995637893677 seconds
Processing Time for 2022/11/21/0700H:  11.901387691497803 seconds
Processing Time for 2022/11/21/0800H:  5.535661935806274 seconds
Processing Time for 2022/11/21/0900H:  11.759252786636353 seconds
Processing Time for 2022/11/21/1000H:  14.98025918006897 seconds
Processing Time for 2022/11/21/1100H:  8.127037286758423 seconds
Processing Time for 2022/11/21/1200H:  11.509358882904053 seconds
Processing Time for 2022/11/21/1300H:  3.5318944454193115 seconds
Processing Time for 2022/11/21/1400H:  11.006036520004272 seconds
Processing Time for 2022/11/21/1500H:  5.970677614212036 seconds
Processing Time for 2022/11/21/1600H:  9.336272716522217 seconds
Processing Time for 2022/11/21/1700H:  6.525829792022705 seconds
Processing Time for 2022/11/21/1800H:  12.483565092086792 seconds
Processing Time for 2022/11/21/1900H:  13.983208179473877 seconds
Processing Time for 2022/11/21/2000H:  15.933261394500732 seconds
Processing Time for 2022/11/21/2100H:  8.715677261352539 seconds
Processing Time for 2022/11/21/2200H:  4.836782455444336 seconds
Processing Time for 2022/11/21/2300H:  1.6725280284881592 seconds
Processing Time for 2022/11/22/0000H:  1.3269364833831787 seconds
Processing Time for 2022/11/22/0100H:  1.171929121017456 seconds
Processing Time for 2022/11/22/0200H:  0.594719409942627 seconds
Processing Time for 2022/11/22/0300H:  0.5164632797241211 seconds
Processing Time for 2022/11/22/0400H:  0.5171706676483154 seconds
Processing Time for 2022/11/22/0500H:  3.9388585090637207 seconds
Processing Time for 2022/11/22/0600H:  5.149226665496826 seconds
Processing Time for 2022/11/22/0700H:  14.679808616638184 seconds
Processing Time for 2022/11/22/0800H:  8.988303422927856 seconds
Processing Time for 2022/11/22/0900H:  21.219895362854004 seconds
Processing Time for 2022/11/22/1000H:  24.05334973335266 seconds
Processing Time for 2022/11/22/1100H:  12.335359811782837 seconds
Processing Time for 2022/11/22/1200H:  20.108482122421265 seconds
Processing Time for 2022/11/22/1300H:  5.320030927658081 seconds
Processing Time for 2022/11/22/1400H:  18.872841119766235 seconds
Processing Time for 2022/11/22/1500H:  10.170372486114502 seconds
Processing Time for 2022/11/22/1600H:  13.171192646026611 seconds
Processing Time for 2022/11/22/1700H:  6.792372465133667 seconds
Processing Time for 2022/11/22/1800H:  11.600190877914429 seconds
Processing Time for 2022/11/22/1900H:  11.585378646850586 seconds
Processing Time for 2022/11/22/2000H:  9.822411298751831 seconds
Processing Time for 2022/11/22/2100H:  4.18238377571106 seconds
Processing Time for 2022/11/22/2200H:  2.8603358268737793 seconds
Processing Time for 2022/11/22/2300H:  0.6277322769165039 seconds
Processing Time for 2022/11/23/0000H:  0.47376298904418945 seconds
